,Unnamed: 0,Criminal_ID,Age,Height,Hair_Color,NID
22871,22871,22872,22,176,Brown,23
22872,22872,22873,26,176,Black,21
22873,22873,22874,53,180,Green,17
22874,22874,22875,20,175,Black,14
22875,22875,22876,39,178,Black,16
22876,22876,22877,44,183,Green,8
22877,22877,22878,18,170,Brown,16
22878,22878,22879,37,178,Green,12
22879,22879,22880,41,183,Brown,8
22880,22880,22881,25,186,Green,16
22881,22881,22882,45,169,Green,12
22882,22882,22883,53,170,Green,13
22883,22883,22884,49,177,Black,8
22884,22884,22885,41,176,Brown,20
22885,22885,22886,40,172,Green,12
22886,22886,22887,29,172,Black,14
22887,22887,22888,28,177,Green,21
22888,22888,22889,19,169,Green,23
22889,22889,22890,32,165,Green,21
22890,22890,22891,26,171,Black,8
22891,22891,22892,42,173,Green,22
22892,22892,22893,19,172,Black,9
22893,22893,22894,43,178,Black,5
22894,22894,22895,36,168,Green,7
22895,22895,22896,48,183,Brown,3
22896,22896,22897,31,180,Black,13
22897,22897,22898,18,172,Black,23
22898,22898,22899,29,187,Black,18
22899,22899,22900,33,169,Green,23
22900,22900,22901,49,165,Green,12
22901,22901,22902,20,172,Black,8
22902,22902,22903,52,182,Black,18
22903,22903,22904,35,171,Green,14
22904,22904,22905,42,165,Brown,13
22905,22905,22906,21,185,Green,16
22906,22906,22907,42,180,Brown,17
22907,22907,22908,54,170,Black,11
22908,22908,22909,31,186,Black,9
22909,22909,22910,53,168,Black,18
22910,22910,22911,29,181,Green,17
22911,22911,22912,35,186,Black,10
22912,22912,22913,24,173,Brown,4
22913,22913,22914,29,165,Black,5
22914,22914,22915,40,179,Green,3
22915,22915,22916,54,174,Black,3
22916,22916,22917,40,186,Green,8
22917,22917,22918,46,168,Brown,5
22918,22918,22919,50,184,Green,13
22919,22919,22920,34,176,Black,7
22920,22920,22921,28,169,Black,17
22921,22921,22922,37,178,Black,10
22922,22922,22923,49,187,Black,11
22923,22923,22924,34,169,Brown,4
22924,22924,22925,41,178,Green,23
22925,22925,22926,34,187,Green,14
22926,22926,22927,28,176,Brown,17
22927,22927,22928,18,174,Brown,22
22928,22928,22929,20,179,Brown,4
22929,22929,22930,50,179,Black,8
22930,22930,22931,42,187,Brown,5
22931,22931,22932,19,187,Green,15
22932,22932,22933,31,173,Brown,6
22933,22933,22934,36,169,Green,7
22934,22934,22935,53,166,Brown,14
22935,22935,22936,45,176,Green,14
22936,22936,22937,20,180,Green,17
22937,22937,22938,24,173,Brown,13
22938,22938,22939,18,165,Green,11
22939,22939,22940,27,170,Green,11
22940,22940,22941,24,180,Brown,6
22941,22941,22942,25,176,Green,11
22942,22942,22943,50,184,Black,3
22943,22943,22944,37,182,Green,15
22944,22944,22945,22,178,Brown,5
22945,22945,22946,54,180,Brown,18
22946,22946,22947,46,179,Brown,22
22947,22947,22948,53,179,Green,21
22948,22948,22949,32,183,Green,23
22949,22949,22950,19,173,Brown,23
22950,22950,22951,22,182,Black,13
22951,22951,22952,39,167,Brown,15
22952,22952,22953,30,173,Brown,19
22953,22953,22954,33,170,Brown,22
22954,22954,22955,43,165,Brown,7
22955,22955,22956,32,171,Green,15
22956,22956,22957,21,185,Green,15
22957,22957,22958,37,179,Brown,23
22958,22958,22959,42,168,Green,3
22959,22959,22960,38,181,Green,22
22960,22960,22961,19,165,Brown,18
22961,22961,22962,48,168,Green,23
22962,22962,22963,40,185,Brown,17
22963,22963,22964,44,178,Green,4
22964,22964,22965,21,185,Black,3
22965,22965,22966,34,172,Black,3
22966,22966,22967,32,173,Green,18
22967,22967,22968,31,171,Brown,15
22968,22968,22969,40,186,Black,8
22969,22969,22970,33,168,Black,13
22970,22970,22971,25,172,Brown,11
22971,22971,22972,35,173,Brown,9
22972,22972,22973,25,180,Brown,5
22973,22973,22974,22,168,Black,4
22974,22974,22975,22,173,Black,9
22975,22975,22976,43,186,Brown,3
22976,22976,22977,27,183,Green,4
22977,22977,22978,51,180,Green,13
22978,22978,22979,45,185,Brown,23
22979,22979,22980,53,166,Brown,4
22980,22980,22981,28,175,Brown,3
22981,22981,22982,24,180,Green,19
22982,22982,22983,41,177,Brown,21
22983,22983,22984,41,175,Green,16
22984,22984,22985,26,170,Green,6
22985,22985,22986,38,165,Brown,23
22986,22986,22987,44,185,Brown,13
22987,22987,22988,35,186,Black,23
22988,22988,22989,46,177,Green,11
22989,22989,22990,26,185,Green,23
22990,22990,22991,24,177,Green,11
22991,22991,22992,44,183,Green,11
22992,22992,22993,23,172,Green,13
22993,22993,22994,51,165,Black,20
22994,22994,22995,37,171,Black,14
22995,22995,22996,49,180,Green,21
22996,22996,22997,20,183,Green,10
22997,22997,22998,30,183,Black,20
22998,22998,22999,45,180,Brown,18
22999,22999,23000,40,186,Green,6
23000,23000,23001,36,176,Green,4
23001,23001,23002,23,176,Green,23
23002,23002,23003,24,174,Green,23
23003,23003,23004,23,167,Black,10
23004,23004,23005,25,187,Green,9
23005,23005,23006,28,183,Black,18
23006,23006,23007,46,178,Brown,8
23007,23007,23008,51,170,Green,22
23008,23008,23009,47,168,Brown,8
23009,23009,23010,42,170,Black,23
23010,23010,23011,40,182,Green,15
23011,23011,23012,35,178,Black,13
23012,23012,23013,39,186,Brown,22
23013,23013,23014,31,168,Green,10
23014,23014,23015,23,172,Brown,5
23015,23015,23016,31,170,Green,13
23016,23016,23017,33,171,Brown,5
23017,23017,23018,28,170,Green,17
23018,23018,23019,43,178,Brown,6
23019,23019,23020,32,168,Green,10
23020,23020,23021,50,170,Brown,8
23021,23021,23022,18,176,Green,17
23022,23022,23023,30,169,Black,23
23023,23023,23024,51,186,Green,22
23024,23024,23025,41,179,Black,18
23025,23025,23026,34,181,Black,4
23026,23026,23027,24,170,Black,23
23027,23027,23028,50,177,Black,6
23028,23028,23029,19,169,Black,20
23029,23029,23030,35,171,Green,19
23030,23030,23031,29,176,Brown,9
23031,23031,23032,34,187,Brown,12
23032,23032,23033,23,181,Black,16
23033,23033,23034,51,186,Green,6
23034,23034,23035,22,182,Brown,15
23035,23035,23036,29,171,Green,15
23036,23036,23037,43,179,Brown,17
23037,23037,23038,52,173,Green,18
23038,23038,23039,49,168,Brown,21
23039,23039,23040,36,168,Brown,10
23040,23040,23041,29,168,Brown,15
23041,23041,23042,50,176,Brown,15
23042,23042,23043,50,171,Black,22
23043,23043,23044,27,172,Brown,15
23044,23044,23045,39,174,Green,9
23045,23045,23046,42,176,Black,12
23046,23046,23047,33,184,Green,9
23047,23047,23048,51,169,Brown,19
23048,23048,23049,35,171,Brown,5
23049,23049,23050,53,185,Green,13
23050,23050,23051,24,185,Brown,15
23051,23051,23052,47,174,Black,12
23052,23052,23053,32,187,Black,10
23053,23053,23054,37,170,Brown,21
23054,23054,23055,47,168,Brown,14
23055,23055,23056,27,165,Black,23
23056,23056,23057,23,178,Brown,19
23057,23057,23058,28,184,Green,10
23058,23058,23059,28,178,Black,17
23059,23059,23060,49,187,Green,7
23060,23060,23061,35,168,Black,14
23061,23061,23062,51,166,Brown,13
23062,23062,23063,47,169,Black,8
23063,23063,23064,44,186,Brown,19
23064,23064,23065,24,178,Black,16
23065,23065,23066,42,177,Brown,15
23066,23066,23067,24,175,Black,5
23067,23067,23068,31,166,Green,3
23068,23068,23069,41,187,Black,13
23069,23069,23070,36,183,Black,17
23070,23070,23071,20,166,Brown,11
23071,23071,23072,36,174,Black,11
23072,23072,23073,42,175,Brown,5
23073,23073,23074,44,173,Black,3
23074,23074,23075,23,183,Green,23
23075,23075,23076,50,173,Brown,9
23076,23076,23077,34,183,Black,23
23077,23077,23078,36,168,Green,13
23078,23078,23079,43,179,Green,23
23079,23079,23080,25,183,Green,18
23080,23080,23081,42,174,Green,23
23081,23081,23082,53,184,Brown,12
23082,23082,23083,25,165,Black,16
23083,23083,23084,46,178,Green,3
23084,23084,23085,51,167,Brown,23
23085,23085,23086,21,187,Black,5
23086,23086,23087,51,169,Black,8
23087,23087,23088,46,171,Black,17
23088,23088,23089,40,181,Green,20
23089,23089,23090,26,187,Brown,19
23090,23090,23091,34,173,Green,15
23091,23091,23092,44,179,Black,15
23092,23092,23093,27,187,Black,23
23093,23093,23094,37,176,Black,17
23094,23094,23095,22,174,Brown,12
23095,23095,23096,31,172,Black,7
23096,23096,23097,31,177,Green,12
23097,23097,23098,45,181,Green,9
23098,23098,23099,25,180,Green,12
23099,23099,23100,27,169,Green,23
23100,23100,23101,43,180,Black,12
23101,23101,23102,46,168,Brown,14
23102,23102,23103,24,180,Green,11
23103,23103,23104,50,166,Black,8
23104,23104,23105,35,184,Brown,16
23105,23105,23106,44,173,Green,19
23106,23106,23107,33,175,Brown,12
23107,23107,23108,42,181,Black,17
23108,23108,23109,38,181,Green,9
23109,23109,23110,47,186,Black,21
23110,23110,23111,35,166,Green,19
23111,23111,23112,50,179,Green,14
23112,23112,23113,35,179,Black,10
23113,23113,23114,52,169,Black,23
23114,23114,23115,23,176,Black,14
23115,23115,23116,22,179,Green,18
23116,23116,23117,42,184,Green,4
23117,23117,23118,36,176,Brown,15
23118,23118,23119,37,178,Green,23
23119,23119,23120,20,167,Black,15
23120,23120,23121,54,177,Black,3
23121,23121,23122,25,187,Green,13
23122,23122,23123,52,187,Green,11
23123,23123,23124,22,187,Black,10
23124,23124,23125,26,180,Brown,16
23125,23125,23126,36,186,Brown,11
23126,23126,23127,30,173,Green,17
23127,23127,23128,43,173,Green,18
23128,23128,23129,19,182,Green,13
23129,23129,23130,27,170,Green,7
23130,23130,23131,24,187,Brown,3
23131,23131,23132,44,176,Black,11
23132,23132,23133,23,174,Brown,3
23133,23133,23134,41,186,Brown,23
23134,23134,23135,38,181,Green,19
23135,23135,23136,51,185,Black,20
23136,23136,23137,23,173,Green,13
23137,23137,23138,44,168,Black,3
23138,23138,23139,28,166,Brown,16
23139,23139,23140,21,178,Black,10
23140,23140,23141,28,170,Black,9
23141,23141,23142,47,167,Brown,11
23142,23142,23143,43,171,Black,21
23143,23143,23144,18,179,Brown,15
23144,23144,23145,49,169,Green,14
23145,23145,23146,44,182,Brown,23
23146,23146,23147,27,171,Green,17
23147,23147,23148,30,168,Brown,23
23148,23148,23149,38,168,Green,12
23149,23149,23150,19,183,Brown,7
23150,23150,23151,21,165,Black,20
23151,23151,23152,40,169,Brown,3
23152,23152,23153,48,183,Brown,5
23153,23153,23154,47,186,Brown,16
23154,23154,23155,23,176,Green,6
23155,23155,23156,52,184,Brown,14
23156,23156,23157,37,182,Brown,10
23157,23157,23158,41,167,Green,8
23158,23158,23159,38,165,Black,20
23159,23159,23160,24,182,Brown,9
23160,23160,23161,22,173,Green,15
23161,23161,23162,29,177,Black,13
23162,23162,23163,51,181,Black,3
23163,23163,23164,20,181,Brown,20
23164,23164,23165,39,176,Black,8
23165,23165,23166,35,180,Green,18
23166,23166,23167,41,173,Green,23
23167,23167,23168,49,177,Brown,15
23168,23168,23169,21,180,Black,4
23169,23169,23170,30,173,Black,3
23170,23170,23171,26,170,Brown,7
23171,23171,23172,27,173,Brown,12
23172,23172,23173,23,168,Green,6
23173,23173,23174,18,175,Black,23
23174,23174,23175,45,171,Green,4
23175,23175,23176,31,177,Green,9
23176,23176,23177,22,171,Green,6
23177,23177,23178,42,184,Green,12
23178,23178,23179,22,166,Brown,23
23179,23179,23180,18,166,Brown,9
23180,23180,23181,53,179,Black,13
23181,23181,23182,50,170,Green,21
23182,23182,23183,52,167,Green,5
23183,23183,23184,35,184,Black,6
23184,23184,23185,45,184,Brown,22
23185,23185,23186,19,168,Black,5
23186,23186,23187,29,173,Brown,15
23187,23187,23188,29,178,Black,23
23188,23188,23189,38,167,Brown,5
23189,23189,23190,24,184,Brown,15
23190,23190,23191,30,180,Black,3
23191,23191,23192,43,186,Green,5
23192,23192,23193,50,170,Black,14
23193,23193,23194,40,167,Brown,15
23194,23194,23195,45,179,Brown,16
23195,23195,23196,46,169,Black,8
23196,23196,23197,33,165,Green,19
23197,23197,23198,52,167,Black,22
23198,23198,23199,28,167,Black,3
23199,23199,23200,21,165,Brown,6
23200,23200,23201,51,170,Black,17
23201,23201,23202,38,167,Green,20
23202,23202,23203,44,167,Brown,14
23203,23203,23204,26,167,Brown,5
23204,23204,23205,44,179,Green,6
23205,23205,23206,19,175,Green,8
23206,23206,23207,28,171,Green,4
23207,23207,23208,21,173,Brown,9
23208,23208,23209,51,181,Green,22
23209,23209,23210,30,172,Brown,18
23210,23210,23211,46,180,Green,19
23211,23211,23212,47,166,Green,14
23212,23212,23213,49,178,Green,17
23213,23213,23214,29,172,Green,15
23214,23214,23215,23,172,Brown,23
23215,23215,23216,28,169,Green,19
23216,23216,23217,34,181,Green,3
23217,23217,23218,30,186,Green,20
23218,23218,23219,54,182,Green,3
23219,23219,23220,36,168,Brown,8
23220,23220,23221,35,169,Green,4
23221,23221,23222,18,185,Green,4
23222,23222,23223,46,185,Green,15
23223,23223,23224,27,185,Black,14
23224,23224,23225,31,186,Black,17
23225,23225,23226,48,187,Black,3
23226,23226,23227,23,167,Brown,6
23227,23227,23228,54,187,Green,12
23228,23228,23229,54,168,Black,16
23229,23229,23230,48,167,Brown,15
23230,23230,23231,53,170,Black,3
23231,23231,23232,18,167,Black,5
23232,23232,23233,31,181,Brown,23
23233,23233,23234,49,176,Green,8
23234,23234,23235,35,172,Green,16
23235,23235,23236,20,166,Brown,7
23236,23236,23237,44,184,Black,13
23237,23237,23238,44,169,Green,18
23238,23238,23239,20,175,Black,16
23239,23239,23240,50,175,Green,13
23240,23240,23241,35,181,Black,5
23241,23241,23242,34,167,Green,9
23242,23242,23243,30,185,Black,12
23243,23243,23244,42,169,Black,14
23244,23244,23245,52,176,Green,4
23245,23245,23246,34,173,Brown,23
23246,23246,23247,43,176,Brown,19
23247,23247,23248,29,171,Black,21
23248,23248,23249,30,177,Brown,8
23249,23249,23250,51,170,Black,23
23250,23250,23251,48,175,Green,23
23251,23251,23252,43,166,Brown,17
23252,23252,23253,49,166,Black,23
23253,23253,23254,34,177,Green,18
23254,23254,23255,35,175,Brown,20
23255,23255,23256,30,178,Black,21
23256,23256,23257,44,168,Brown,10
23257,23257,23258,32,175,Black,8
23258,23258,23259,40,173,Brown,19
23259,23259,23260,25,179,Black,23
23260,23260,23261,53,166,Black,13
23261,23261,23262,54,169,Brown,17
23262,23262,23263,33,168,Black,8
23263,23263,23264,29,186,Black,15
23264,23264,23265,50,176,Green,11
23265,23265,23266,53,187,Brown,20
23266,23266,23267,27,173,Green,23
23267,23267,23268,25,179,Brown,17
23268,23268,23269,36,177,Green,16
23269,23269,23270,43,173,Brown,14
23270,23270,23271,23,165,Brown,23
23271,23271,23272,25,177,Brown,21
23272,23272,23273,29,169,Black,16
23273,23273,23274,47,179,Black,22
23274,23274,23275,32,184,Green,19
23275,23275,23276,37,181,Brown,14
23276,23276,23277,39,168,Green,5
23277,23277,23278,54,179,Brown,3
23278,23278,23279,22,177,Black,20
23279,23279,23280,47,185,Black,15
23280,23280,23281,22,165,Black,15
23281,23281,23282,32,177,Black,18
23282,23282,23283,40,167,Brown,7
23283,23283,23284,35,165,Green,4
23284,23284,23285,26,183,Brown,6
23285,23285,23286,19,173,Black,23
23286,23286,23287,54,182,Black,17
23287,23287,23288,40,187,Green,22
23288,23288,23289,19,179,Brown,16
23289,23289,23290,31,165,Green,20
23290,23290,23291,53,185,Black,23
23291,23291,23292,53,168,Green,14
23292,23292,23293,44,181,Green,19
23293,23293,23294,45,168,Brown,5
23294,23294,23295,35,165,Brown,23
23295,23295,23296,35,187,Black,16
23296,23296,23297,26,183,Green,18
23297,23297,23298,36,176,Brown,16
23298,23298,23299,49,166,Brown,21
23299,23299,23300,47,168,Brown,13
23300,23300,23301,34,185,Brown,3
23301,23301,23302,25,174,Brown,15
23302,23302,23303,34,184,Black,16
23303,23303,23304,46,171,Brown,9
23304,23304,23305,43,184,Green,19
23305,23305,23306,40,168,Black,18
23306,23306,23307,45,173,Green,11
23307,23307,23308,44,179,Green,17
23308,23308,23309,47,177,Brown,23
23309,23309,23310,31,182,Black,17
23310,23310,23311,37,180,Black,7
23311,23311,23312,37,182,Brown,17
23312,23312,23313,28,166,Black,23
23313,23313,23314,42,177,Green,23
23314,23314,23315,34,171,Brown,21
23315,23315,23316,53,167,Brown,14
23316,23316,23317,20,184,Green,14
23317,23317,23318,44,168,Black,15
23318,23318,23319,18,168,Green,20
23319,23319,23320,31,165,Green,18
23320,23320,23321,39,168,Brown,11
23321,23321,23322,18,178,Black,21
23322,23322,23323,27,181,Black,23
23323,23323,23324,31,173,Green,9
23324,23324,23325,20,179,Brown,17
23325,23325,23326,47,167,Brown,23
23326,23326,23327,51,168,Brown,23
23327,23327,23328,30,182,Black,9
23328,23328,23329,23,171,Black,17
23329,23329,23330,37,184,Green,9
23330,23330,23331,26,173,Black,21
23331,23331,23332,50,168,Green,12
23332,23332,23333,45,173,Brown,23
23333,23333,23334,28,166,Green,11
23334,23334,23335,32,180,Black,23
23335,23335,23336,52,166,Brown,18
23336,23336,23337,42,183,Black,20
23337,23337,23338,52,185,Black,12
23338,23338,23339,23,180,Green,12
23339,23339,23340,28,168,Black,9
23340,23340,23341,34,178,Black,23
23341,23341,23342,36,171,Black,23
23342,23342,23343,27,182,Black,19
23343,23343,23344,35,177,Black,19
23344,23344,23345,47,176,Green,8
23345,23345,23346,41,185,Green,7
23346,23346,23347,28,173,Green,8
23347,23347,23348,18,166,Green,14
23348,23348,23349,47,187,Green,16
23349,23349,23350,40,169,Brown,13
23350,23350,23351,21,186,Green,14
23351,23351,23352,21,185,Green,3
23352,23352,23353,20,178,Black,23
23353,23353,23354,24,178,Green,3
23354,23354,23355,33,184,Black,8
23355,23355,23356,43,187,Black,17
23356,23356,23357,54,172,Black,21
23357,23357,23358,47,179,Black,7
23358,23358,23359,52,165,Black,6
23359,23359,23360,51,167,Brown,4
23360,23360,23361,26,177,Green,8
23361,23361,23362,53,172,Black,21
23362,23362,23363,40,183,Green,13
23363,23363,23364,32,170,Black,22
23364,23364,23365,18,174,Brown,3
23365,23365,23366,32,170,Brown,16
23366,23366,23367,37,181,Green,11
23367,23367,23368,26,186,Black,8
23368,23368,23369,42,169,Black,19
23369,23369,23370,38,182,Black,15
23370,23370,23371,36,171,Brown,23
23371,23371,23372,27,181,Green,12
23372,23372,23373,52,165,Brown,23
23373,23373,23374,19,183,Black,22
23374,23374,23375,36,169,Black,18
23375,23375,23376,20,175,Green,22
23376,23376,23377,22,168,Green,4
23377,23377,23378,52,165,Green,22
23378,23378,23379,22,173,Green,14
23379,23379,23380,28,170,Green,15
23380,23380,23381,33,186,Black,10
23381,23381,23382,48,178,Black,3
23382,23382,23383,48,173,Green,19
23383,23383,23384,34,186,Green,7
23384,23384,23385,25,178,Brown,9
23385,23385,23386,48,179,Green,14
23386,23386,23387,29,166,Black,20
23387,23387,23388,53,182,Black,9
23388,23388,23389,51,166,Black,14
23389,23389,23390,23,169,Black,7
23390,23390,23391,43,185,Green,15
23391,23391,23392,19,182,Green,15
23392,23392,23393,52,168,Black,5
23393,23393,23394,47,169,Brown,13
23394,23394,23395,45,183,Black,3
23395,23395,23396,20,167,Brown,8
23396,23396,23397,48,170,Brown,8
23397,23397,23398,21,180,Brown,17
23398,23398,23399,44,183,Green,15
23399,23399,23400,41,178,Brown,8
23400,23400,23401,18,181,Black,12
23401,23401,23402,32,183,Brown,7
23402,23402,23403,29,181,Green,14
23403,23403,23404,18,186,Black,16
23404,23404,23405,32,169,Brown,23
23405,23405,23406,37,166,Green,14
23406,23406,23407,34,174,Green,4
23407,23407,23408,37,176,Green,10
23408,23408,23409,24,166,Green,11
23409,23409,23410,32,171,Green,22
23410,23410,23411,45,169,Black,12
23411,23411,23412,22,176,Brown,16
23412,23412,23413,45,168,Black,16
23413,23413,23414,37,185,Brown,23
23414,23414,23415,45,186,Green,5
23415,23415,23416,29,167,Green,13
23416,23416,23417,52,180,Green,13
23417,23417,23418,33,174,Brown,15
23418,23418,23419,18,182,Green,14
23419,23419,23420,47,182,Brown,6
23420,23420,23421,35,165,Green,14
23421,23421,23422,38,175,Brown,11
23422,23422,23423,42,186,Black,20
23423,23423,23424,23,167,Green,4
23424,23424,23425,45,165,Black,23
23425,23425,23426,22,171,Black,7
23426,23426,23427,27,171,Brown,3
23427,23427,23428,36,172,Black,3
23428,23428,23429,43,168,Black,20
23429,23429,23430,47,177,Green,5
23430,23430,23431,48,181,Green,15
23431,23431,23432,31,172,Green,9
23432,23432,23433,54,168,Black,21
23433,23433,23434,48,184,Black,19
23434,23434,23435,22,184,Green,12
23435,23435,23436,30,187,Brown,22
23436,23436,23437,18,174,Brown,21
23437,23437,23438,40,185,Brown,14
23438,23438,23439,43,182,Black,20
23439,23439,23440,43,182,Brown,15
23440,23440,23441,26,169,Brown,3
23441,23441,23442,46,166,Green,12
23442,23442,23443,28,184,Green,14
23443,23443,23444,50,182,Green,21
23444,23444,23445,28,177,Brown,23
23445,23445,23446,36,183,Black,12
23446,23446,23447,51,170,Green,8
23447,23447,23448,44,177,Black,22
23448,23448,23449,31,180,Green,23
23449,23449,23450,51,174,Brown,9
23450,23450,23451,21,180,Brown,23
23451,23451,23452,18,175,Black,4
23452,23452,23453,44,172,Black,9
23453,23453,23454,28,182,Green,23
23454,23454,23455,29,186,Black,23
23455,23455,23456,49,165,Green,9
23456,23456,23457,34,175,Black,10
23457,23457,23458,40,184,Black,13
23458,23458,23459,18,165,Green,23
23459,23459,23460,47,181,Black,13
23460,23460,23461,36,168,Brown,5
23461,23461,23462,37,183,Black,20
23462,23462,23463,44,167,Black,22
23463,23463,23464,40,173,Green,18
23464,23464,23465,36,186,Brown,11
23465,23465,23466,51,181,Black,4
23466,23466,23467,45,165,Black,4
23467,23467,23468,42,182,Brown,5
23468,23468,23469,52,174,Green,6
23469,23469,23470,23,176,Green,12
23470,23470,23471,44,186,Black,3
23471,23471,23472,54,168,Brown,20
23472,23472,23473,20,171,Black,23
23473,23473,23474,37,168,Black,10
23474,23474,23475,48,182,Green,15
23475,23475,23476,37,175,Brown,23
23476,23476,23477,25,168,Green,10
23477,23477,23478,23,174,Black,23
23478,23478,23479,31,187,Black,6
23479,23479,23480,51,173,Green,11
23480,23480,23481,31,182,Brown,11
23481,23481,23482,47,181,Brown,11
23482,23482,23483,46,182,Brown,21
23483,23483,23484,49,178,Black,5
23484,23484,23485,27,182,Green,6
23485,23485,23486,51,166,Black,5
23486,23486,23487,43,184,Brown,20
23487,23487,23488,43,168,Green,17
23488,23488,23489,54,187,Black,8
23489,23489,23490,19,183,Brown,23
23490,23490,23491,26,176,Brown,22
23491,23491,23492,40,171,Green,14
23492,23492,23493,22,170,Green,10
23493,23493,23494,53,169,Green,16
23494,23494,23495,53,165,Black,20
23495,23495,23496,46,173,Brown,18
23496,23496,23497,41,173,Black,19
23497,23497,23498,25,181,Black,18
23498,23498,23499,51,166,Brown,11
23499,23499,23500,41,178,Green,11
23500,23500,23501,27,180,Green,10
23501,23501,23502,32,186,Brown,21
23502,23502,23503,44,169,Brown,23
23503,23503,23504,49,169,Green,17
23504,23504,23505,53,170,Black,10
23505,23505,23506,40,181,Brown,6
23506,23506,23507,33,176,Brown,23
23507,23507,23508,49,171,Green,21
23508,23508,23509,47,168,Black,14
23509,23509,23510,49,178,Brown,19
23510,23510,23511,42,180,Black,23
23511,23511,23512,21,175,Brown,21
23512,23512,23513,31,181,Brown,16
23513,23513,23514,42,168,Black,16
23514,23514,23515,31,169,Brown,9
23515,23515,23516,43,169,Brown,3
23516,23516,23517,23,168,Black,13
23517,23517,23518,37,166,Green,11
23518,23518,23519,35,179,Green,9
23519,23519,23520,26,167,Green,21
23520,23520,23521,22,183,Green,4
23521,23521,23522,28,177,Brown,8
23522,23522,23523,30,170,Black,23
23523,23523,23524,29,170,Black,15
23524,23524,23525,46,175,Green,13
23525,23525,23526,38,166,Green,10
23526,23526,23527,22,181,Black,22
23527,23527,23528,42,175,Brown,9
23528,23528,23529,35,181,Brown,20
23529,23529,23530,32,182,Green,4
23530,23530,23531,35,187,Green,19
23531,23531,23532,42,174,Black,3
23532,23532,23533,54,178,Green,20
23533,23533,23534,47,165,Brown,19
23534,23534,23535,54,169,Black,18
23535,23535,23536,38,177,Green,9
23536,23536,23537,51,184,Brown,16
23537,23537,23538,33,174,Green,15
23538,23538,23539,49,182,Black,22
23539,23539,23540,23,185,Black,11
23540,23540,23541,43,183,Black,23
23541,23541,23542,39,187,Brown,9
23542,23542,23543,24,168,Black,8
23543,23543,23544,22,185,Green,15
23544,23544,23545,33,172,Green,14
23545,23545,23546,51,166,Black,17
23546,23546,23547,36,179,Brown,3
23547,23547,23548,36,186,Black,20
23548,23548,23549,51,166,Black,5
23549,23549,23550,21,169,Green,7
23550,23550,23551,25,180,Green,23
23551,23551,23552,22,169,Black,8
23552,23552,23553,36,167,Green,23
23553,23553,23554,25,167,Black,13
23554,23554,23555,21,182,Brown,17
23555,23555,23556,37,173,Black,13
23556,23556,23557,39,168,Brown,6
23557,23557,23558,23,166,Black,10
23558,23558,23559,20,173,Green,10
23559,23559,23560,34,175,Green,14
23560,23560,23561,23,183,Green,21
23561,23561,23562,44,179,Black,14
23562,23562,23563,41,168,Black,11
23563,23563,23564,28,173,Black,23
23564,23564,23565,27,182,Green,13
23565,23565,23566,49,180,Green,4
23566,23566,23567,24,184,Green,16
23567,23567,23568,21,187,Green,9
23568,23568,23569,37,168,Green,11
23569,23569,23570,36,180,Brown,9
23570,23570,23571,33,187,Black,23
23571,23571,23572,38,178,Black,15
23572,23572,23573,40,181,Green,15
23573,23573,23574,20,176,Green,10
23574,23574,23575,21,174,Black,14
23575,23575,23576,38,165,Green,13
23576,23576,23577,32,167,Brown,3
23577,23577,23578,30,185,Green,6
23578,23578,23579,45,180,Green,18
23579,23579,23580,47,177,Brown,20
23580,23580,23581,28,169,Green,17
23581,23581,23582,25,180,Black,6
23582,23582,23583,20,186,Brown,17
23583,23583,23584,42,177,Green,9
23584,23584,23585,42,181,Black,3
23585,23585,23586,31,176,Green,6
23586,23586,23587,30,175,Black,6
23587,23587,23588,20,175,Brown,23
23588,23588,23589,33,180,Black,23
23589,23589,23590,53,174,Black,21
23590,23590,23591,19,184,Black,14
23591,23591,23592,52,183,Brown,20
23592,23592,23593,19,181,Green,20
23593,23593,23594,29,178,Black,12
23594,23594,23595,51,180,Brown,14
23595,23595,23596,27,179,Brown,8
23596,23596,23597,37,183,Black,14
23597,23597,23598,30,178,Green,20
23598,23598,23599,27,165,Green,18
23599,23599,23600,22,174,Brown,13
23600,23600,23601,40,187,Black,22
23601,23601,23602,23,187,Green,17
23602,23602,23603,54,170,Green,23
23603,23603,23604,18,181,Brown,9
23604,23604,23605,34,179,Black,23
23605,23605,23606,21,176,Green,5
23606,23606,23607,18,173,Brown,8
23607,23607,23608,51,174,Brown,12
23608,23608,23609,49,175,Brown,17
23609,23609,23610,44,173,Green,8
23610,23610,23611,18,173,Black,6
23611,23611,23612,28,177,Black,11
23612,23612,23613,23,170,Brown,20
23613,23613,23614,24,168,Black,12
23614,23614,23615,21,172,Green,20
23615,23615,23616,38,187,Green,6
23616,23616,23617,54,169,Brown,14
23617,23617,23618,49,178,Green,23
23618,23618,23619,30,170,Green,21
23619,23619,23620,31,176,Green,23
23620,23620,23621,36,180,Green,22
23621,23621,23622,41,181,Green,11
23622,23622,23623,43,183,Black,5
23623,23623,23624,20,186,Black,9
23624,23624,23625,46,170,Green,21
23625,23625,23626,45,187,Black,8
23626,23626,23627,45,172,Brown,8
23627,23627,23628,20,167,Brown,23
23628,23628,23629,51,165,Green,5
23629,23629,23630,50,171,Brown,6
23630,23630,23631,30,170,Brown,14
23631,23631,23632,34,170,Green,6
23632,23632,23633,27,173,Green,19
23633,23633,23634,18,175,Green,21
